Ulasan,Rating,Membantu
"Pengiriman cepat,barang tidak ada yang rusak, sangat baik, dan produk ny emng SE bagus itu , aku sampai udh beli beberapa kali emng mantul buat mencerahkan 👍🏻",5,0
"Alhamdulillag cocok dimuka ku, sukaa, thanks kak🥰",5,0
Alhamdulillah udah sampai bagus dan amanah,5,0
"Mksih,, sesuai,, q suka,, ma'af baru kasih bintang, ☺️ byarlh bintang yg mnilaixa☺️",5,0
"Jenis kulit: Normal
Bahan: Bagus
Manfaat produk: Mencerahkan",5,0
"Bahan: bagus
Manfaat produk: bagus
Jenis kulit: cocok untuk kulit",5,0
Mantappp produk nya ORI dan hasil nya Uda lumayan bagus mau order LG lah buat stok,5,0
"Bahan: Nya lebut dan harus
Jenis kulit: Cocok buat kulit kusam",5,0
"Paketnya sudah sampai sesuai pesanan, packingnya rapi dan aman GK takut bocor. Alhamdllh dapet harga promo kemarin jadi murah beli satu setnya😁 terima kasih untuk seler... ",5,0
Bahan lembut dan tdk menyengak enak di pakai cocok dengan kulit sy yg kering,5,0
"Manfaat produk: Melembabkan, mencerahkan, bikin glowing
Jenis kulit: Normal
Bahan: BAGUSS",5,0
Bagus bawgat muka cerah halus komedo juga mendinga padaha cuman checkot 1 kli blum habis juga lembuh di muka,4,0
Produk sudah sampai mudah mudahan saya cocok dengan produk ini,5,0
"Bareng y sudah Redy,pengiriman cepat,",5,0
"Bahan: Sempurna
Manfaat produk: Mencerahkan kulit
Jenis kulit: Kering dan noda membandel sekarang sudah cerah....mantap",5,0
"Bahan: Bagus
Manfaat produk: Sangat bagus
Jenis kulit: Ngeflek",5,0
"Manfaat produk: Cocok untuk wajah kusam
Jenis kulit: Kulit kering dan kusam",4,0
"Sesuai pesanan,, ngk ada yg bocor atau gmna, smua nya aman,,",5,0
"Bahan: Bagus
Manfaat produk: Mencerahkan
Jenis kulit: Normal",5,0
Paket sudah sampai dg aman dan cepat...semoga cocok dg produknya.. trimakasih Tokopedia jg ban kurir,5,0
"Bahan: bagus
Manfaat produk: bagus
Jenis kulit: pas",5,0
"Bahan: Bagus
Manfaat produk: Menghilangkan keriput
Jenis kulit: Normal",5,0
"Bahan: Bagus cocok d kulit
Manfaat produk: Cepat mencerahkan",5,0
"Bahan: Lembut
Manfaat produk: Untuk perawatan kulit
Jenis kulit: Semua jenis kulit",5,0
Paket sudah sampai barang bagus semua,5,0
"baguss bikin muka glowing, tapi ak hari pertama pemakaian muka ak terkelupas",5,0
"Bahan: Bgguss
Manfaat produk: Baguss
Jenis kulit: Kering",5,0
"bagusss bgtttt akuuu sukaaa, dikulitttakuu jugaa cocokk mantepp bgtt glad2gloww",5,0
"Bahan: Baik
Manfaat produk: Kata nya si buat mencerahkan kan
Jenis kulit: Semoga cocok",5,0
"Mantep 👍 cepat kali order kemaren hari ini mendarat dgn selamat🥰 thank untuk kurir nya jga, 👍 btw order yg ke 2 x nya😁",5,0
"Jenis kulit: Sentif
Manfaat produk: Nyaman di pakai
Bahan: Lembut",5,0
"Bahan: Kurang tau
Manfaat produk: Mencerahkan dan melembabkan
Jenis kulit: Normal",5,0
"Bahan: Lembut
Manfaat produk: Mencerahkan
Jenis kulit: Normal",5,0
"Bahan: Lembut
Manfaat produk: Mencerahkan
Jenis kulit: Normal",5,0
sesuai mksih sller udh langganan beli di sinih,5,0
"Di aq cocok banget,komedo q langsung bersih  dan wajah aq makin cerah dan gak kering kayak kemaren",5,0
"Barang sdh sampai, kurir juga ramah, tapi sayang pengemasan barang kurang rapi, seharusnya di ksh wadah. Biar keliatan rapi .jdu barangnya pas di buka. Gk berantakan",5,0
"Bahan: Bagus
Manfaat produk: Untuk wajah
Jenis kulit: Untuk mencerahkan kulit",5,0
Alhamdulillah produk nya cocok di kulit anak saya brng ORI toko nya amanah ..👍🏿,5,0
Baru nyoba kalo flek hitam pudar beli lg,5,0
"Barang kualitas terbaik
Material kualitas mantap
Pengiriman tercepat
Model barang ter istimewa
Tidak akan kecewa
Segera ambil barang nya
Top markoptop barang nya
Jos gand... ",5,0
Pengiriman cepat dan aman tp sayang kulit aq ga cocok pKainya..,5,0
Akhirnya paketnya nyampek semoga cocok dgn kulit wajahku,3,0
Kemasan rapi Alhamdulillah sampe tidak ada kurang satu pun paking aman.. baru mau coba kalau cocok insyaallah pasti beli lagi,5,0
"udh paket yg k2, cocok beneran bikin wajah lebih cerah, tokonya amanah kurirnya jg ramah",5,0
"Barang Sudah sampai, semoga cocok pakai ini😊,terima kasih",5,0
"Bahan: mantap
Manfaat produk: mencerahkan
Jenis kulit: semua jenis kulit",5,0
"Udah g perlu kata-kata lagi g2g emg paling oke, hehehe🥰",5,0
"Bahan: Bagus
Manfaat produk: Bagus
Jenis kulit: Kuning Langsat",5,0
Baguss barang nyy dan cocok buatt sehari sehari,5,0
Saya cocok dengan produk ini...halus di wajah saya...sudah lama juga pakai produk ini...makasih kak😊,5,0
Tidak lengket dan manfaatnya sangat bagus untuk jenis kulit apa saja selagi cocok,5,0
Bahan bagus bermanfaat dan berguna untuk kulit dan bagus,5,0
"Bahan: Cair
Manfaat produk: Mencerahkan
Jenis kulit: Semua jenis kulit",5,0
Jenis kulit: Kulit normal kulit berminyak,5,0
"Paketnya sdh diterima
Peking bagus
Semoga cocok dgn produk ini",5,0
Mantap kualitas bagus harga murah sesuai lagi,5,0
"Sudh paket ke 3 dan cocok di muka saya 
Sudh ad perubahan
Manfaat produk: Mencerahkan
Jenis kulit: Sensitif",5,0
"packingan amann, suka banget semoga cocok kakaa",5,0
Alhamdulillah paket sudah sampe aman dan rapihe,5,0
"Barang bagus,packing rapi,pngiriman cepat",5,0
Lengkap semua sayang gak dapet tempat beda nya,5,0
"Kirain ukurannya gede,,ga taunya kecil"" 😪",5,0
"Manfaat produk: Scincare
Jenis kulit: ,normal",5,0
"Mupangat produk: bagus banget mempengaruhi wajahku makin kesini makin bersih dan cerah karena memakai skincare ini, mantul banget",5,0
"Bahan: Bagus
Manfaat produk: Ok
Jenis kulit: Ok",5,0
semoga selalu cocok sama g2g sampe kapan pun udh mau jalan 1th make nya aman² nya dan cocok🫶🫰,5,0
"Bahan: Bagus sdh sering pesang
Manfaat produk: Banyak menghaluskan dan menggelowingkan muka
Jenis kulit: Semua jenis kulit",5,0
"Bahan: Lembut,harum
Manfaat produk: Mencerahkan kulit wajah
Jenis kulit: Kusam
Baru pertama coba semoga cocok dikulit wajah aku",5,0
"Manfaat produk: Mencerahkan kulit saya
Jenis kulit: Kusam, kering",5,0
"produk nya cepet bgt sampe nya dan di bungkus dgn aman,menurut saya produk nyaa sangat wangi dan mudah meresap",5,0
Baguss,5,0
Ahirnya aku menemukan produk yg cocok untuk muka ku yg susah cerah dan suka bruntusan. Pemakaian yg ke 2alhamdulillah,5,0
"maaf lupa foto, barang sesuai pesanan, tokoh amanah jgn ragu untuk beli, cocok untuk kulit.terima kasih",5,0
"Manfaat produk: mencerahkan
Jenis kulit: Normal",5,0
"Bahan: Enak di pakai harum sabun nya juga banyak busa nya
Manfaat produk: Mengencangkan mencerahkan membuat pori2 ku mengecil",5,0
Paket da sampe Peking rapi smga aja cocok,5,0
"Barang sudah di terima,, terima kasih semoga cocok,,",5,0
Awal nyoba mudah² an cocok yah buat lemula,5,0
"Bahan: Ok
Manfaat produk: Ok
Jenis kulit: Ok",4,0
"Bahan: Bagus
Manfaat produk: Mencerahkan
Jenis kulit: Sawo matang",5,0
Sudah smpk pktnya ad bnr2 mantep skli,5,0
"Untuk pemula seperti sya,produk ini baik dan bagus banget!",4,0
"Paket sudah sampai dengan aman tidak ada yg pecah, terimakasih 🙏
Bahan: Bagus
Manfaat produk: Mencerahkan kulit wajah",5,0
"Bahan: Lembut cocok di kulit saya
Manfaat produk: Mencerahkan, melembabkan",5,0
"Manfaat produk: Mencerahkan wajah
Jenis kulit: Berminyak
Bahan: Lembut",5,0
Alhamdulillah tokonya amanah semoga selalu amanah🥰,5,0
"Packing ok 
pengiriman ok 
produk baru mau mencoba semoga cocok
Makasih kak sudah di terima dengan baik....",5,0
Sudah order ke 2kalinya masya allah smoga ccok trus,5,0
Order ke2 kalinya.. cocok di kulit. Bikin cerah,5,0
Bagus pake yg ini bisa buat jerawat ilang lo aku udah pake 5bulanan Alhamdulillah bersih ga datang lagi jerawat plus muka putihan,5,0
"Bagus Aku sangat cocok.
Jenis kulit: Klik aku kering",5,0
"Baru pertama nyoba si.... Semoga aman dan cocok buat aku yg masih hamil. Pengirimannya cepat, makasih seller dan kurir 👍🏻",4,0
"Manfaat produk: Semoga cocok
Jenis kulit: Berflekk
Bahan: Bagus",5,0
"Bagus,kemasan juga rapi,sesuai dg jenis kulitnya",5,0
"Terimakasih paket sudah DTG semoga cocok
Kurir ramah",5,0
"Suka banget sama produk ini,baru beberapa hari pemakaian sudah ada perubahan💯",5,0
Bahan bagus sangat bermanfaat untuk kulitku,5,0
Manfaat produk: Mencerahkan dan melembabkan. Wajah terasa lebih lembut dan halus setelah memakai satu set G2G pink! Sukaaa bangett!! 💖💖⭐⭐⭐⭐⭐,5,0
Beda yang datang saya pesan warna pink toner dan sabun muka koq datang ungu dan kuning,2,0
"Pengiriman cepat, pekingnya rapih bgt sampe 3lapis bblecrep keren, sukses seller terimakasih 👍",5,0
"Pertama kali beli,,semoga cocok dan Istiqomah pake ini,, gak ganti²",5,0
"Barang ny sesuai deskripsi
Ok 
Sblm ny ud pake cma beli ny gk di toko ini
Hehe.....semoga bisa jd langganan ya
Makasih",5,0
"Bagus2 semua produk nya, pertama kali coba mudaha2an cocok, aku sekali co langsng ambil banyak krn dpt banyak diskon dan gratis ongkir",5,0
Bagus bngt dan bikin kulit cerah dan lembut kenyal,5,0
Bagus sesuai pesanan pengiriman cepat kurirpun ramah dan cepat untuk mengantarkan,5,0
"Pengiriman sangat cepat,dan yg datang pun sesuai pesanan makasih,semoga tokonya selalu amanah dan sukses selalu👍",5,0
Baru sampe paket g2g kuy 🥰thankyou ya 🙏🏻,5,0
"Baru pertama kali coba semoga cocok, 
Packing semua rapi bagus dan tiba tepat waktu",5,0
datang cepet aman .dan ini pemakaian oaket ke dua alhamdulillah cocok.diqajah seger lembab gk.kering honus bersih..admin cepat suka dehh nanti kalo habiss pesan lagi ❤️❤️... ,5,0
produknya ori dan bagus bngtttttt ak suka tokonya amanah next order lagi 😙,5,0
Seller gercep beli bundle gini lbh murah jdnya ud cocok pake ini mantap,5,0
Paket nya usdah sampai kk terima kasih dan kurilnya juga ramah,5,0
"Paketku sudah dtg,,smoga cocok diaku.",4,0
bagus tapi tinggal bunggkusnya aja krna isinya udah di ambil adik aku,5,0
Blom di coba karna stok masih banyak barang udah nyampek lama cuman baru ngulas gak sempet barang sesuai pesenan,5,0
Alhamdulillah barangnya sdh sampai Peking nya rapi,5,0
"Bahan: Nice
Manfaat produk: Nice
Jenis kulit: Lembab",5,0
"Barang nya aman bagus, tapi sayang kcewa bngt kali ini sama kurir nya..😡 bukan kurir yg biasa nya sih emng",4,0
"baru detang langsung gua coba adem face wash nya sama mois nya moga ngefek 
langsung aja co dsini jan ragu gays
(bukan buzzer)",5,0
"Pertama kali.beli paket lengkap kayak gini, ini sampel buat affiliateku ka, aku ada 2 akun lagi termasuk akun inj 3 semoga gacor heheb",5,0
Baru mau nyoba mudah mudahan cocok,5,0
Bagus produknya ori,5,0
"Pemula pakai ini
Baru 1 Minggu Belum terlihat hasilnya",5,0
Produk ini tuh bagus banget... Marketingnta gak berisik tapi gong abis,5,0
"cepat sekali sampenya, batang lengkap, makasi seller.",5,0
Mantap... Kiriman lengkap dan inak di pakai,5,0
Udah sampe cepet banget moga cocok,3,0
"Sesuai ekspektasi, pengiriman nya juga cepat 👍",5,0
Manfaat produk: Bagus banget untuk wajah berminyak sudah habis 2pot sudah ada hasil 👍👍,5,0
"Amanah, pertama kali nyoba pake skincare,semoga cocok🤭",5,0
Wowww gak espek bangett produk sesuai ekspektasi kitaa,5,0
Sangat tepat waktu bangett so cuteee😍,5,0
"produk langganan aku, yg bikin kulit cerah dan sehat😍😍",5,0
Sesuai banget ..perdana pakek semoga cocok,4,0
Barang udah datang udah aku coba tapi kenapa palah tumbuh jerawat banyak dan gatal di kulit apa di kulit Ku gak cocok,4,0
Udh dua kali pemakaian semoga tambah cocok,5,0
Barang nya sesuai dengan di gambar dan amanah,5,0
Bagus banget produknya g2g cocok dimuka aku. Bkin glowing🥰🫶🏻,5,0
"barangnya bagus,,sya baru sekali coba semoga cocok di kulitku",5,0
Bikin lembab d.kulit.. sudah cocok pke produk ini ..mantul pkoknya 👍,5,0
Bagus si tp yg cleanser bocor pas sampe😮‍💨,5,0
Baru nyobain semoga anak ku cocok pake skincarenya,5,0
"Pesanan nya sesuai,ngga mengecewakan semoga cocok ya di aku yg masih pemula ini🙏😊",5,0
"Manfaat produk: Bagus banget untuk mencerahkan wajah
Alhamdulillah cocok banget dikulit aku, dan udah berlangganan.",5,0
Baik,5,0
"Puas buangett kakk,87k an udah dapet pcs, dteng nya juga cepet, gaak ada mines nya sama sekali, pokoknya luvluv deh buat Tokonyaa😃😃",5,0
Pertama kali nyoba mudah2an cocok,5,0
"Kemasan ok blm d pake mudh""n cocok",4,0
"pengiriman aman cepat sampai, first time coba g2g semoga cocok ya next kalo cocok aku pasti balik order lagi",5,0
Baru saya ulas karna sy coba dulu setelah 1minggu pemakaian wajah sy ad perubahan kok lebih cerah Alhamdulillah cocok,5,0
Dari kesekian produk yg aku pakai gk ada yg cock....Ampe di G2Glow baru bisa menjawab keluhan kulit ku.jatuh cinta banget ma produk ini,5,0
Manfaat produk: bikin kulit kalian glowing!!,5,0
Alhamdulillah paket nya sudah dateng moga aja cocok,4,0
"Paket sudah Dateng,semoga cocok dikulitkuu 🫶🏻",4,0
"Alhamdulillah paket datang dengan kondisi baik, barang sesuai pesanan, baru coba sepakat gini, bismillah semoga cocok 🤗",5,0
Pecah,3,0
"Pengiriman cepat pakai J&T. 
Produk sesuai dg yg dibeli. Terima kasih",5,0
Paket Sempel di terima dngn baik thanks for glad2 glow🙏❤️😘🥰,5,0
"Bru coba body lotion nya...
Mdah""n ccok",5,0
Manfaat produk: Mencerahkan wajah..mantull,5,0
"Maaf baru kasih ulasan, barang nyampe dengan slamat karena packingnya rapi, semoga cocok dan ada hasil dikulit aku, buat toko slalu Amanah, buat kurir slalu ramah",5,0
"Manfaat produk: Mencerahkan
Jenis kulit: Kusam",5,0
"Cocok d kulit, menghilangkan flek2 hitam d wajah, mencerah kan wajah kusam",5,0
"Manfaat produk: membersihkan muka
Jenis kulit: semua",5,0
Bahan: Lembut dingin,5,0
"Jenis kulit: Jenis kulit aku berminyak Alhamdulillah setelah pakek sudah agak berkurang,,, mudah²n cocok di kulit badak aku😉😉",5,0
"Barang sih bagus, tpi syang yg d pesan 4 pcs yg dtang cuma 2 pcs. Kecwa sih, udh komplen juga tpi ttp yg sisa nya gk d kirim",3,0
Pengiriman CPT dan packingan rapi.aman sampe ditempat.mksh,5,0
Manfaat produk: Cocok untuk kulit wajah saya,5,0
Alhamdulillah paket udh datang baru kemaren pesen sekarng udh datang,5,0
Manfaat produk: Pokonya bagus banget de di kulitku,5,0
"Barang nya sangat2 word tik,, pokok nya ngk nyesel belanja ditoko ini.",5,0
Barang udh dtng bgus  cocok buat anaku selalu pke perduk ini,5,0
Ini orderan yg ke 2 trnyata emg sebagus itu di muka jdi bersih dn cerah,5,0
"Maaf baru kasi ulasan, Alhamdulillah baru pertama kali coba moga cocok sperti yg diharapkan, kurir sangat baik",4,0
"Barang tiba dengan baik
 Alhamdulillah cocok ke kulit wajahku",4,0
"Alhamdulillah setelah cck bgt d muka sy selama ini muka sy beruntusan,flek hitam jg,sy pakai yg putih,sm yg pink ini cck mauka makin cerah kenyal  smg trs cck",5,0
Masyallah barangnya sdah sampe rapi juga aman kemasan,5,0
Alhamdulillah nyampe baru mau nyoba semoga cocok dan Alhamdulillah sabun nya udh pemakaian 1 buln Alhamdulillah cocok,5,0
"Mantul semua aman, sesuai yg d harap kan, 🥰neks order lgi klu udh abis🥰",5,0
"Makasih, semoga cocok d kulit aku, baru pemakaian pertama",5,0
"first time beli, semoga cocokk",5,0
"udah paket keberap ini sudah,best pokonya produk G2g😍",5,0
Cocok pake 2g2 ini pembelian yg kedua moga aja tmbh cocok dan glowing,5,0
"terimakasih paketnya sudah sy terima dengan lengkap dan aman
proses pengirimannya juga cepat👍",5,0
"Sesuai dngn pesanan, semoga cocok dan ad perubahan 😊",5,0
Gx nyangka dg hrga yg murah bs dpt 1 paket,4,0
"Barang sudah baru nyampe, pdhal di keterangan sudah kemarin nyampenya",4,0
mantap sesuai pesanan udh dicoba juga cocok pokoknya🤩,5,0
"Pokoknya dah jadi langganan kalo abis pasti co nya di sini karna gak pernah mengecewakan juga akun g2g asli, timaaciiiiii sellerrrr dan kurirrr🥰🥰🥰🥰",5,0
Udh abis 3pket g2g emang seenak itu dpkenya,5,0
Alhamdulilah pesenan udah diterima sesuwey dengan yang diposting,5,0
Sampai nya cepat banget Peking Ngan Nya juga rapih,5,0
Alhamdulillah semenjak pakai produk ini wajah kusam ku cerahan dan flek memudar,5,0
Alhamdulillah paket sudah datang sesuai pesanan buat Anakku,5,0
Facial wash isi ny cuma setengahhhh tempat nya aja yang gedeeeee,4,0
"Amanah cepat pengiriman jg 
Sudah langganan",5,0
"Produk g2g emang ok, sdh hbis 2 paket alhmdulillah cocok next beli lgi",5,0
"Mantep banget produknya,,cocok diwajah istriku❤️❤️",5,0
cakkep sih dteng jg pas la..sayang ga dpt pouch,3,0
"Baru pertama kali pakek, smgoa cocok di mukaku",5,0
Sip mantap dah pngrmnya cepat hanya dua hri,5,0
"Allhammdulillah sampai dengan aman dan sesuai 🥰🥰, terima kasih seller 🙏🏻🙏🏻",5,0
"Bahan: Lembut cpat mnyarap jga
Smga cocok 
Nex order lg 👍👍👍",5,0
"GK tau udh yg keberapa kali pesen, pokoknya pasti jadi langganan karena cocok bgt di kulit saya",5,0
"Blom di coba,semoga cocok untuk cowok ku...🙏",5,0
"Bagus untuk kulit saya
Skin type: Berminyak",5,0
"Barang nya udah nyampe pekingan nya aman, oke lah",5,0
"Mf baru kasih ulasan Nang datang sesuai pesanan pengemasan rapi pokoknya puas dg seller, kurir baik sudah langganan",5,0
"Impian aku dan suami ku tu pengen punya training bentuk joger,ada kantong besar kanan kiri biar bisa ngantongin duit dan hp jadi tangan ga ribet sekaligus bahan yg adem .... ",5,0
"Sesuai pesanan, warna sesuai
Kurir langganan, pengiriman cepat
Buat jahitan oke bgt dijahit rapi dan diobras juga tapi buat kain menurut ku lumayan tipis sih, tapi sesuai... ",5,1
"Alhamdulillah pesenannya sudah sampai, tokonya sangat amanah & fast respon. Bahannya juga adem, enak di pakai untuk kegiatan joging atau nongkrong ada sletingnya juga... ",5,0
"barusan dateng tadi pagi, ternyata bahannya bagus guys, nyaman di pakai untuk sehari-hari, ukurannya juga pas dipakai, suka bangett",4,0
"Bentuk dan ukuran: Bentuk dan ukuran pas.pas di pakai pas di kantong
Bahan: Bagus jahitan rapi.pecikingan rapi
Warna: Sesuai yg di gambar.4 pics.",5,0
"Bentuk dan ukuran: Xl
Bahan: Tidak tipis dan tidak tebal
Warna: Hitam dan abu muda
Alhamdulillah barang sesuai dan pengiriman cepat...sangat worth it dengan harga segitu",5,0
Alhamdulillah kk barang dan pketn sya udh mendarat sesuai dengan kebutuhan dan keinginan serta bahan bagus tebal dan berkualitas bgus bgt ok bgt dan tokonya amanah bgt in... ,5,0
Alhamdulillah paket selana sesuai pesanan. Makasih ya ka.bagus celananya. Anak badannya boros banget. Ambil XL muat longgar,5,0
"Kiriman sesuai, bahan bagus
Warna: Ok
Semoga pas dipakai anakku.
Terima kasih seller sukses selalu",5,0
"Alhamdulillah paket sdh sampai
Bentuk dan ukuran: uk. ternyata kekecilan buat aku pdhal sdh sesuai panduan
Bahan: lumayanlah dengan harga segitu dapat 2
Warna: sesuai den... ",5,0
Pesan sudah sampai dlm kondisi baik dan waktu yg cepat. Terimakasih,5,0
"Barang sudah sampai sesuai pesanan trimakasih, yg Hitam tipis banget kainnya sesuai harga jg. 🙏",4,0
"Alhamdulillah, paket SDH sampai ,semoga bermanfaat dan nyaman, awet dipakai, cuma TDK sesuai yg ditawarkan",5,0
Secara keseluruhan ok. CM ada cacat ada yg ga kejahit,4,0
"Sangat kecewa , tdk sesuai sama yg di foto , barang tipis banget , bisa di kembalikan apa gmn 🙏
Penilaian kurang bagus produknya",1,0
